age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_gt_50k
48,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Not-in-family,Asian-Pac-Islander,Female,0,0,48,Germany,0
42,Private,Some-college,10,Never-married,Transport-moving,Husband,White,Female,0,0,47,United-States,1
39,Private,11th,7,Separated,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,0,38,United-States,0
37,State-gov,HS-grad,9,Divorced,Farming-fishing,Wife,White,Male,0,0,32,United-States,0
24,State-gov,Masters,14,Never-married,Exec-managerial,Husband,White,Male,0,0,29,United-States,0
32,Local-gov,Some-college,10,Never-married,Other-service,Husband,Black,Male,0,0,44,United-States,0
35,State-gov,Assoc-acdm,12,Widowed,Tech-support,Not-in-family,White,Male,0,0,44,United-States,1
52,Private,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Female,0,0,41,United-States,0
44,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,46,United-States,1
21,Self-emp-inc,11th,7,Never-married,Adm-clerical,Own-child,White,Male,1000,0,35,United-States,0
44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,19,United-States,0
36,Local-gov,Bachelors,13,Never-married,Prof-specialty,Husband,White,Female,0,0,44,Italy,0
33,Self-emp-not-inc,Assoc-voc,11,Separated,Priv-house-serv,Not-in-family,White,Female,0,1000,52,United-States,0
47,Without-pay,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Male,0,0,24,United-States,1
51,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,5000,0,35,United-States,1
50,Local-gov,Assoc-acdm,12,Never-married,Transport-moving,Not-in-family,White,Female,0,0,50,United-States,0
31,Self-emp-not-inc,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,66,United-States,0
37,Self-emp-not-inc,Masters,14,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,35,United-States,0
44,Private,HS-grad,9,Never-married,Protective-serv,Wife,White,Male,0,0,33,United-States,0
51,Federal-gov,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,0,0,49,United-States,0
35,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,24,United-States,0
38,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,41,Canada,0
28,Private,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,0,0,52,United-States,0
27,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,38,England,0
49,Without-pay,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,0,0,51,Argentina,1
55,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,0,0,41,United-States,0
39,Private,9th,5,Never-married,Protective-serv,Husband,White,Male,0,0,46,United-States,0
51,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,0,500,33,United-States,1
44,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,39,United-States,0
33,Private,11th,7,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,44,United-States,0
44,Private,Prof-school,15,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,48,United-States,1
57,State-gov,Prof-school,15,Never-married,Other-service,Husband,Black,Female,0,0,41,China,1
40,Local-gov,Prof-school,15,Never-married,Handlers-cleaners,Not-in-family,White,Male,5000,0,33,United-States,1
57,Private,Assoc-acdm,12,Married-civ-spouse,Priv-house-serv,Husband,Black,Male,0,0,45,Germany,1
18,Without-pay,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Other,Male,0,0,30,United-States,0
49,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,42,United-States,0
41,Private,HS-grad,9,Never-married,Machine-op-inspct,Husband,Other,Female,0,0,42,United-States,0
37,Private,HS-grad,9,Widowed,Craft-repair,Husband,White,Female,0,0,44,Mexico,0
41,Private,HS-grad,9,Never-married,Craft-repair,Wife,Black,Female,0,0,40,Philippines,0
18,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,49,United-States,0
38,Private,Doctorate,16,Never-married,Transport-moving,Not-in-family,White,Male,0,0,48,United-States,1
44,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,49,Mexico,1
56,Self-emp-inc,HS-grad,9,Never-married,Tech-support,Husband,White,Male,0,0,54,United-States,0
34,Private,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,43,United-States,0
31,Federal-gov,Some-college,10,Married-civ-spouse,Craft-repair,Not-in-family,Black,Female,0,0,44,United-States,0
34,Self-emp-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,0,0,61,United-States,0
50,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,35,United-States,1
44,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,38,United-States,0
34,Private,Bachelors,13,Divorced,Machine-op-inspct,Wife,White,Female,0,0,48,United-States,0
46,Private,HS-grad,9,Divorced,Craft-repair,Wife,Amer-Indian-Eskimo,Male,0,0,46,United-States,0
41,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,38,United-States,0
51,Private,Assoc-acdm,12,Never-married,Other-service,Husband,Black,Male,0,0,48,United-States,0
32,State-gov,HS-grad,9,Separated,Machine-op-inspct,Husband,White,Female,0,0,41,United-States,0
36,Private,7th-8th,4,Separated,Transport-moving,Wife,Black,Male,0,0,49,Canada,0
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Other-relative,White,Female,0,0,43,Argentina,0
24,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Not-in-family,White,Female,5000,500,35,United-States,0
43,Private,Doctorate,16,Never-married,Priv-house-serv,Husband,Asian-Pac-Islander,Male,0,0,38,Mexico,0
43,Self-emp-not-inc,11th,7,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,55,United-States,1
40,Private,HS-grad,9,Divorced,Craft-repair,Wife,Black,Female,0,0,35,United-States,0
37,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Female,0,0,40,United-States,0
24,Private,Masters,14,Married-civ-spouse,Transport-moving,Not-in-family,Black,Male,0,0,46,United-States,0
35,Private,HS-grad,9,Never-married,Farming-fishing,Husband,White,Female,0,0,30,United-States,0
36,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0
31,Private,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,15,United-States,0
38,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,32,United-States,0
44,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,43,United-States,1
61,Private,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,44,United-States,1
42,Private,11th,7,Never-married,Priv-house-serv,Husband,White,Female,0,0,44,United-States,0
43,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Female,0,0,40,Germany,0
39,Local-gov,Masters,14,Divorced,Protective-serv,Husband,White,Female,0,0,44,United-States,0
19,Private,Some-college,10,Never-married,Prof-specialty,Wife,White,Female,0,0,46,United-States,0
40,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,43,United-States,0
41,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,36,Philippines,0
67,Private,Bachelors,13,Divorced,Prof-specialty,Husband,White,Male,0,0,38,United-States,0
38,Private,HS-grad,9,Divorced,Farming-fishing,Wife,White,Male,0,0,34,India,0
43,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,35,United-States,0
40,Private,Bachelors,13,Married-civ-spouse,Tech-support,Not-in-family,White,Female,0,0,42,United-States,0
27,State-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,43,United-States,0
53,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,0,0,45,United-States,0
48,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Female,0,0,27,United-States,1
49,Private,Bachelors,13,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Male,0,0,55,United-States,1
30,State-gov,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Argentina,0
55,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,26,United-States,0
25,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Female,0,0,29,United-States,0
46,Local-gov,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Male,0,0,45,Argentina,0
64,Private,HS-grad,9,Widowed,Tech-support,Wife,White,Male,0,0,47,United-States,0
29,Private,HS-grad,9,Never-married,Priv-house-serv,Husband,White,Male,0,0,33,United-States,0
34,Private,HS-grad,9,Never-married,Tech-support,Husband,White,Male,0,0,48,United-States,0
41,Local-gov,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,59,United-States,1
34,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,5000,0,32,United-States,1
23,Local-gov,Bachelors,13,Divorced,Farming-fishing,Husband,Asian-Pac-Islander,Female,0,0,24,United-States,0
41,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,34,United-States,1
28,Private,Bachelors,13,Divorced,Tech-support,Unmarried,White,Male,0,0,37,United-States,0
45,Private,Masters,14,Divorced,Adm-clerical,Wife,Asian-Pac-Islander,Male,0,0,46,China,0
30,Private,HS-grad,9,Separated,Sales,Wife,White,Female,0,0,41,United-States,0
57,Private,Bachelors,13,Never-married,Other-service,Wife,White,Female,0,0,55,Germany,1
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,0
36,Private,Some-college,10,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,2000,1000,35,United-States,0
49,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,39,United-States,0
26,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,0
43,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Female,0,0,43,United-States,0
54,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,53,United-States,1
22,Local-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,35,United-States,0
42,Private,Some-college,10,Never-married,Machine-op-inspct,Husband,Other,Male,0,0,48,Argentina,0
43,Local-gov,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,43,United-States,1
49,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,36,United-States,0
26,Private,Some-college,10,Married-civ-spouse,Sales,Not-in-family,White,Male,0,2000,42,United-States,0
25,Local-gov,HS-grad,9,Widowed,Protective-serv,Not-in-family,White,Female,1000,0,38,Germany,0
46,State-gov,11th,7,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,0,43,United-States,0
43,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Other,Male,0,0,34,United-States,0
43,Private,Bachelors,13,Never-married,Farming-fishing,Not-in-family,Asian-Pac-Islander,Female,0,0,44,United-States,1
44,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Female,0,1000,23,United-States,0
33,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
43,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,37,Germany,0
43,Private,Some-college,10,Never-married,Exec-managerial,Other-relative,Black,Male,0,0,47,United-States,1
32,Local-gov,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,500,47,United-States,1
61,Private,Assoc-acdm,12,Never-married,Transport-moving,Husband,White,Male,5000,0,44,United-States,0
45,Local-gov,11th,7,Separated,Craft-repair,Not-in-family,White,Male,2000,0,42,China,0
27,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Not-in-family,Asian-Pac-Islander,Female,0,0,31,United-States,0
47,Private,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Female,0,0,51,United-States,0
29,Private,HS-grad,9,Never-married,Machine-op-inspct,Husband,White,Female,0,2000,32,United-States,0
49,Local-gov,11th,7,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,52,England,0
53,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,2000,0,54,United-States,0
31,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Female,0,0,49,Canada,0
51,Private,Prof-school,15,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,44,United-States,1
45,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,41,Mexico,1
49,Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,41,United-States,0
61,Private,HS-grad,9,Separated,Other-service,Husband,White,Female,0,0,33,United-States,0
37,State-gov,Some-college,10,Married-civ-spouse,Tech-support,Wife,Amer-Indian-Eskimo,Male,5000,0,40,United-States,0
32,Private,Doctorate,16,Never-married,Tech-support,Husband,White,Female,0,0,48,United-States,0
30,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,1
31,Private,HS-grad,9,Never-married,Farming-fishing,Husband,White,Male,0,0,55,Argentina,0
39,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,0,0,63,United-States,1
44,Private,Some-college,10,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,45,United-States,1
43,Self-emp-inc,Bachelors,13,Never-married,Tech-support,Husband,Other,Male,0,0,48,Argentina,0
49,Private,HS-grad,9,Divorced,Exec-managerial,Husband,White,Female,0,0,43,United-States,0
40,Local-gov,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,36,United-States,0
56,Private,Bachelors,13,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,43,United-States,1
37,Self-emp-not-inc,Assoc-acdm,12,Never-married,Exec-managerial,Husband,White,Male,0,0,44,United-States,0
70,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,0,0,42,United-States,1
47,Private,Assoc-acdm,12,Never-married,Exec-managerial,Husband,White,Female,0,0,60,United-States,0
31,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,57,United-States,1
28,Private,Some-college,10,Never-married,Protective-serv,Other-relative,Black,Female,0,0,45,United-States,0
45,Private,9th,5,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,2000,0,27,United-States,1
38,Private,HS-grad,9,Never-married,Protective-serv,Wife,White,Female,0,0,40,United-States,0
48,Self-emp-not-inc,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,43,United-States,1
45,Private,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,0,47,United-States,1
39,Self-emp-not-inc,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,33,United-States,0
31,State-gov,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,56,United-States,0
23,Private,HS-grad,9,Never-married,Exec-managerial,Wife,White,Male,0,0,28,United-States,0
35,Private,Bachelors,13,Never-married,Farming-fishing,Wife,Black,Male,0,0,38,United-States,0
49,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Female,1000,0,45,United-States,0
42,Local-gov,Masters,14,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,24,United-States,0
26,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,27,Mexico,0
42,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,1000,0,37,United-States,0
44,State-gov,Bachelors,13,Never-married,Farming-fishing,Husband,White,Female,0,0,43,United-States,0
30,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,39,United-States,0
42,Self-emp-not-inc,Bachelors,13,Never-married,Tech-support,Husband,White,Female,0,0,30,United-States,0
41,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Female,0,0,36,China,0
27,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Female,5000,0,41,Canada,0
44,Federal-gov,Assoc-voc,11,Separated,Handlers-cleaners,Other-relative,White,Female,0,0,58,United-States,1
46,Private,Masters,14,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,0,33,United-States,1
52,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,1
52,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,32,United-States,0
25,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,0,0,38,United-States,0
30,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,43,United-States,0
46,Private,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,29,United-States,0
46,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,0,0,53,United-States,0
46,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,1000,0,24,England,0
70,Private,Some-college,10,Divorced,Priv-house-serv,Own-child,White,Female,1000,0,35,China,0
46,Private,Prof-school,15,Divorced,Prof-specialty,Wife,White,Male,0,0,42,Philippines,0
52,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,0
50,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0
47,Private,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,39,United-States,0
37,Private,HS-grad,9,Never-married,Other-service,Husband,White,Female,0,0,45,United-States,1
48,Private,HS-grad,9,Separated,Craft-repair,Unmarried,Asian-Pac-Islander,Female,0,0,54,United-States,0
31,Without-pay,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
37,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,28,United-States,0
35,Private,HS-grad,9,Never-married,Handlers-cleaners,Wife,White,Female,0,0,38,United-States,0
41,Private,Assoc-acdm,12,Never-married,Machine-op-inspct,Husband,Other,Female,1000,0,43,United-States,0
65,Local-gov,Some-college,10,Never-married,Transport-moving,Husband,White,Female,0,0,39,India,1
19,Private,Some-college,10,Never-married,Other-service,Husband,White,Male,0,0,38,United-States,0
48,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,0,0,41,United-States,0
22,Private,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,49,United-States,0
35,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,Other,Female,0,0,50,United-States,0
52,Local-gov,HS-grad,9,Never-married,Machine-op-inspct,Husband,White,Female,0,0,41,United-States,1
41,Private,HS-grad,9,Never-married,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,46,United-States,0
28,Private,Masters,14,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,41,Italy,1
32,Local-gov,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,1000,0,43,United-States,0
47,Private,HS-grad,9,Widowed,Protective-serv,Husband,White,Male,5000,2000,54,United-States,1
32,Local-gov,HS-grad,9,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Male,0,0,33,United-States,0
42,Private,Bachelors,13,Divorced,Exec-managerial,Husband,White,Female,0,0,47,United-States,0
41,Self-emp-inc,Bachelors,13,Never-married,Craft-repair,Wife,White,Male,0,0,37,United-States,0
33,Local-gov,Some-college,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,0,0,47,United-States,1
64,Private,Assoc-voc,11,Never-married,Transport-moving,Husband,White,Male,0,0,49,United-States,1
47,Federal-gov,7th-8th,4,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,52,United-States,0
18,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,Husband,Black,Female,0,0,44,United-States,0
42,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Black,Female,0,0,42,England,1
33,Private,HS-grad,9,Never-married,Transport-moving,Husband,White,Male,0,0,39,United-States,0
49,Private,Masters,14,Married-civ-spouse,Tech-support,Wife,White,Male,0,0,21,United-States,0
31,Self-emp-not-inc,Some-college,10,Never-married,Protective-serv,Husband,White,Female,0,0,46,United-States,0
39,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,44,United-States,0
46,State-gov,Masters,14,Married-civ-spouse,Handlers-cleaners,Wife,Other,Male,0,0,34,Mexico,0
50,Private,Assoc-acdm,12,Separated,Prof-specialty,Not-in-family,Black,Male,0,0,49,United-States,1
27,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,41,United-States,1
36,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,49,United-States,0
35,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,37,United-States,0
33,Self-emp-not-inc,Bachelors,13,Never-married,Other-service,Unmarried,White,Male,0,0,34,United-States,0
59,Self-emp-not-inc,Assoc-acdm,12,Never-married,Adm-clerical,Husband,White,Male,0,0,37,United-States,1
44,Local-gov,Bachelors,13,Widowed,Prof-specialty,Husband,White,Female,0,0,54,Italy,0
26,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,27,United-States,0
50,Private,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,37,China,0
63,Private,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Male,0,0,41,England,0
51,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,44,United-States,0
23,Private,Some-college,10,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,43,United-States,0
35,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,0,0,49,United-States,0
54,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Not-in-family,White,Female,0,0,42,United-States,1
32,Private,HS-grad,9,Divorced,Exec-managerial,Wife,White,Male,0,0,30,United-States,1
45,Private,HS-grad,9,Married-civ-spouse,Tech-support,Own-child,White,Male,0,0,49,Argentina,0
49,Local-gov,Assoc-acdm,12,Never-married,Prof-specialty,Husband,White,Female,0,0,44,Philippines,1
30,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Female,0,0,39,United-States,1
39,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,Other,Male,0,0,58,United-States,1
18,Private,10th,6,Never-married,Prof-specialty,Husband,White,Male,0,0,33,United-States,0
